Comm_ID	Account of relevés	Locations of relevés	Authors	Year of occurances
2795		Prox Rio Navalajeta (Fuencaliente, C. Real) (Spain)	Cano et al. 2004 	2004
2795		Carretera a Navamorcuende (Prox. Almedral de la Canada, Toledo) (Spain)	Cano et al. 2004 	2004
2795		Cañaveral, El Caño (Spain)	Lousa et al. in Rivas-Martinez et al. 1999	1999
2795		Monfragüe, Umbría S. Corchuela (Spain)	Lousa et al. in Rivas-Martinez et al. 1999	1999
2796		Between Ubrique and the Mojón de la Víbora (Spain)	Galán de Mera 1993	1993
2796		Gibraltar (Spain)	Gianguzzi et Bazan 2019	2019
2796		Algarve (Potugal)	Gianguzzi et Bazan 2019	2019
2796		Cadiz: From Medina Sidonia to Cantora hill (Spain)	Rivas-Martínez 2002	2002
2797	3	Orense,  Barco de Valdeorras (Spain)	Izco et al. 1986	1986
2797		Orense, A Rua (Spain)	Izco et al. 1986	1986
2797		Lugo, Folgoso de Caurel, Ferreria Vella  (Spain)	Izco et al. 1986	1986
2797		Orense, Sobradelo, S. Xusto de Valdeorras  (Spain)	Izco et al. 1986	1986
2797		Lugo, Folgoso de Caurel, c. de Vidallón (Spain)	Izco et al. 1986	1986
2797		Lugo, Folgoso de Caurel, Entre A Campa y Arroyo do Inferno  (Spain)	Izco et al. 1986	1986
2797	3	Orense, Rubiana, Covas  (Spain)	Izco et al. 1986	1986
2797		Lugo, Folgoso de Caurel, Froxan (Spain)	Izco et al. 1986	1986
2797		Leon, Oencia, Sanvitul  (Spain)	Izco et al. 1986	1986
2797	2	Leon, Carucedo, Embalse de Penarrubia (Spain)	Izco et al. 1986	1986
2797		Leon, Carucedo, La Barosa (Spain)	Izco et al. 1986	1986
2797		Leon, Oencia, Castropetre  (Spain)	Izco et al. 1986	1986
2797		Orense, Rubiana, c. Santo Tirso   (Spain)	Izco et al. 1986	1986
2797		Leon, Villafranca del Bierzo, Corullon (Spain)	Izco et al. 1986	1986
2797		Lugo, Quiroga, Sequeiros  (Spain)	Izco et al. 1986	1986
2797		Susañe del Sil  (Spain)	Ladero-Alvarez et Morales in Rivas-Martínez et al. 2002	1999
2797		Susañe del Sil (Spain)	Rivas-Martínez 1962 in Rivas-Martínez et al. 2002	
2797		Villafranca (Spain)	Rivas-Martínez 1962 in Rivas-Martínez et al. 2002	
2797		Villablino (Spain)	Rivas-Martínez 1962 in Rivas-Martínez et al. 2002	
2797		Ponferrada (Spain)	Rivas-Martínez 1962 in Rivas-Martínez et al. 2002	
2798		Monte San Mamede: Penedo Negro  (Spain)	Costa et al. 1990	1990
2798		Monte San Mamede: Aguzadeiras  (Spain)	Costa et al. 1990	1990
2798		Monte San Mamede: Las Garbias  (Spain)	Costa et al. 1990	1990
2798		0 Teixedo: San Giraldo  (Spain)	Costa et al. 1990	1990
2798		Lugo, Cervantes: devesa de Pintinidoira  (Spain)	Izco et al. 1986	1986
2798		Lugo, Cebreiro: Linares (Spain)	Izco et al. 1986	1986
2798		Leon, Barjas: devesas de Busmayor (Spain)	Izco et al. 1986	1986
2798		Lugo, Caurel: devesa de Roqueira  (Spain)	Izco et al. 1986	1986
2798		Lugo, Cebreiro: devesa de Faro (Spain)	Izco et al. 1986	1986
2798		Lugo, Cebreiro: devesa de Fonteformosa  (Spain)	Izco et al. 1986	1986
2798		Lugo, Caurel: Romeor (Spain)	Izco et al. 1986	1986
2798		Lugo, Cebreiro: Branas da Serra (Spain)	Izco et al. 1986	1986
2798		Lugo, Cebreiro: Legua de Tablas (Spain)	Izco et al. 1986	1986
2798		Lugo, Cebreiro: Cabanas de Linares (Spain)	Izco et al. 1986	1986
2798		Lugo, Cebreiro: Sixto, a orillas del rio Lor (Spain)	Izco et al. 1986	1986
2798		Pinar de Lillo León  (Spain)	Merino et Puente-Garzia in Rivas-Martínez et al. 2002	1999
2798		Sierra de Ancares  (Spain)	Merino et Puente-Garzia in Rivas-Martínez et al. 2002	1999
2798		Señales pass  (Spain)	Merino et Puente-Garzia in Rivas-Martínez et al. 2002	1999
2798		Tarna pass  (Spain)	Merino et Puente-Garzia in Rivas-Martínez et al. 2002	1999
2798		Ventana pass  (Spain)	Merino et Puente-Garzia in Rivas-Martínez et al. 2002	1999
2798		Sierra de O Courel  (Spain)	Merino et Puente-Garzia in Rivas-Martínez et al. 2002	1999
2799		Ubiña massif from the Ventana Pass. León – Asturias (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
2799		Panoramic view of the Porma dam, from the Mirador (viewpoint) de Vegamián (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
2799		Picos de Europa (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
2799		Vertiente media del Pico de Valdecoro, Leon (Spain)	Rivas-Martinez et al. 1984	1984
2799		Puerto de Pandetrave, Leon (Spain)	Rivas-Martinez et al. 1984	1984
2799		Vegabano, Leon (Spain)	Rivas-Martinez et al. 1984	1984
2799		Collade del Frado, Leon (Spain)	Rivas-Martinez et al. 1984	1984
2799		Valle de Valdeon, Leon (Spain)	Rivas-Martinez et al. 1984	1984
2799		Fuente De, Cantabrica (Spain)	Rivas-Martinez et al. 1984	1984
2801	11	East Frisian Islands (flat knolls and wind-protected N to E slopes of decalcified dunes)	Tüxen	1937
2802	n.n.	Faaker See (Carinthia/Austria)	Aichinger	1949
2802	n.n.	Faaker See (Carinthia/Austria)	Aichinger	1960
2802	5	Alpine foothills	Braun	1961
2802		La Mandria, Bosco della Partecipanza, Palude di Casalbeltrame, Sanfré, Gravellona Toce (Italy)	Camerano et al. 2008	2008
2802		Romania: intrazonal, along the waters in the north of the country (Oas), the Romanian Plain (Neajlov), the Danube Delta.	Donita et al. 2005	1979-2004
2802	n.n.	Surroundings of Graz (Austria)	Eggler	1933
2802	n.n.	Neumarkter Sattel (Upper Styria/Austria)	Eggler	1961
2802	n.n.	Spintik Ponds Nature Reserve (Carinthia/Austria)	Franz	1983
2802	n.n.	Area of Klagenfurt (Carinthia/Austria)	Franz	1990
2802	n.n.	Keutschach area (Carinthia/Austria)	Franz, Leute	1989
2802	n.n.	Rhine delta, Mehrerau lake shore, terraces near the Rhine valley (e.g. Göfis) (Vorarlberg/Austria)	Grabherr, Mucina	1989
2802	n.n.	Rhine delta, Mehrerau lake shore, terraces near the Rhine valley (e.g. Göfis) (Vorarlberg/Austria)	Grabherr, Polatschek	1986
2802	11	Burgenland (Austria)	Grünweis	1977
2802	n.n.	Burgenland (Austria)	Grünweis	1977
2802	n.n.	Leithagebirge (Burgenland/Austria)	Hübl	1959
2802	5	Brandenburg and Mecklenburg (Germany)	Jeschke	1964
2802	3	Hesse	Knapp and  Stoffers	1962
2802	n.n.	Trumer Lakes in Salzburg (Austria)	Krisai	1975
2802	13	Lake Trumer (Salzburg/Austria)	Krisai	1975
2802	2	Brandenburg and Mecklenburg (Germany)	Kudoke	1961
2802	8	Lake Constance area (Germany)	Lang	n.n.
2802	n.n.	Floodplains of March and Thaya (Austria)	Lazowski	1985
2802	n.n.	Faaker See (Carinthia/Austria)	Loidl	1948
2802	9	Upper Rhine area (Germany)	Oberdorfer	1964
2802	72	Brandenburg and Mecklenburg (Germany)	Passarge	1962
2802	6	Upper Rhine region (Germany)	Philippi	1978
2802	1	Brandenburg u. Mecklenburg (Germany)	Raabe	1944
2802	4	Bavarian Forestv	Roßkopf	1970
2802	n.n.	Streams of the Vienna Forest (Mauerbach, Liesing/Austria)	Sauberer	1953
2802	183	temperate parts of the Eurosiberian region,  southern Sweden and  Baltic states. In the Netherlands in the stream valleys of the Pleistocene regions, also common in former heathland areas, wet pot clay areas, low moorland areas and the Wadden District.	Schaminée et al. 2022	
2802	7	Swabian Alb area (Germany)	Th. Müller	n.n.
2802	1	Lake Constance area (Germany)	Th. Müller	n.n.
2802	4	Main area (Germany)	Ullmann	1977
2802	1	Upper Franconia (Germany)	Vollrath	1965
2802	10	Lake Neusiedl	Weisser	1970
2802	n.n.	Alpine foothills, valleys of the Pinzgau, Pongau and Lungau (Salzburg/Austria)	Wittmann, Strobl	1990
2802	1	Danube area (Germany)	Zahlheimer	1979
2803	2	Netherlands	Oostra	1966
2803	2	Netherlands	Oostra	1990
2803	5	East Frisian Islands (warm S to E slopes of decalcified dunes) (Germany)	Tüxen	1937
2804	1	Mirower peat bog (Germany)	Berg and  Thiess	1992
2804	1	Mirower peat bog (Germany)	Berg and  Thiess	1993
2804	1	Greifswald University Forest (Germany)	Bochnig 	1957
2804	2	 (Germany)	Brandt	1993
2804	12	some sites in southern Bohemia (Česko)	Chytry et al. 2013	1975/2013
2804	5	River valley moor of the Recknitz (Germany)	Clausnitzer	1998
2804	2	Pöhle near Neustrelitz (Germany)	Doll	1977
2804	n.n.	Aichinger Moor at Neumarkter Sattel (Styria/Austria)	Eggler	1962
2804	n.n.	Carinthia (Austria)	Franz	1988
2804	n.n.	Glödnitztal (Carinthia/Austria)	Franz, Leute	1987
2804	n.n.	Valley and middle locations in Vorarlberg (Austria)	Grabherr, Polatschek	1986
2804	8	Brandenburg and Mecklenburg (Germany)	Grosser and  Scamoni	1963
2804	5	Burgenland (Austria)	Grünweis	1977
2804	n.n.	near Güssing and Oberwart in Burgenland	Grünweis	1977
2804	2	North-west Mecklenburg young moraine landscape (Germany)	Henker	1972
2804	1	Nature Protected Area  east bank of the Müritz (Germany)	Jeschke	1963
2804	3	Nature Protected Area  Jasmund on the island of Rügen (Germany)	Jeschke	1964
2804	1	Blue water near Eldena (Germany)	Jeschke	1964
2804	6	Brandenburg and Mecklenburg (Germany)	Jeschke	1964
2804	24	raised bogs and fens in the Moor area (Grevesmühlen district) (Germany)	Klemm	1977
2804	n.n.	Ibmer Moor (Upper Austria/Austria)	Krisai	1960
2804	n.n.	Ibmer Moor (Upper Austria/Austria)	Krisai	1960
2804	1	Intermediate moor near Züssow (Germany)	Krisch	1978
2804	2	Brandenburg and Mecklenburg (Germany)	Kudoke	1961
2804	8	Nature Protected Area  Peetscher Moor near Bützow (Germany)	Kudoke	1961
2804	14	Kieshofer Moor (Germany)	Lange	1994
2804	1	Darß Moor (Germany)	Mordhorst et al.	1997
2804	46	Brandenburg and Mecklenburg (Germany)	Passarge	1968
2804	3	East Rügen Bodden Landscape (Germany)	Paulson and  Raskin	1998
2804	18	Moor lowlands near Serrahn (Germany)	Paulson and  Tautz	1995
2804	1	Great Göldenitz Moor and the Devil's Moor near Horst (Germany)	Precker	1993
2804	3	Devil's moor near Horst (district of Rostock) (Germany)	Precker and  Knapp	1990
2804	1	Oberstdorf (Allgäu) (Germany)	Runge	1985
2804	18	Thurow (Neustrelitz district) (Germany)	Scamoni	1963
2804	7	Mecklenburg forest reserves (Germany)	Scamoni	1965
2804	n.n.	Aichinger Moor at Neumarkter Sattel (Styria/Austria)	Schlatte	1965
2804	2	River valley bogs North- Mecklenburg (Germany)	Succow	1970
2804	3	Brandenburg and Mecklenburg (Germany)	Sukopp	1960
2804	18	Atlantic lowlands of NW Germany (climax area of Betulo-Quercetum), on wet nutrient-poor sites (Germany)	Tüxen	1937
2804	1	Darz bog, Zerninsee bog, Thurbruch bog (Germany)	Voigtländer	1993
2804	1	Bäbelin area (Germany)	Voigtländer and  Schmidt	1994
2804	n.n.	Paltental (Styria/Austria)	Wagner	1975
2804	n.n.	Flachgau, Oberpinzgau, eastern Lungau (Salzburg/Austria)	Wittmann, Strobl	1990
2804	3	Nienhagen-Carlsdorf Forest (Germany)	Wollert	1992
2804	13	"Nature Protected Area  ""Teterow Heath Mountains (Germany)"	Wollert	1993
2804	1	Rogeetz area (Germany)	Wollert	1994
2804	3	Bogs in the Lobusnath area between the Krakow and Malchin end moraine arc in the Carlsdorf-Nienhagen area (Germany)	Wollert	1996
2805	1	Aicher Moor at Neumarkter Sattel in Styria (Austria)	Eggler	1962
2805	n.n.	Carinthian Glödnitz Valley (Austria)	Franz and  Leute	1987
2805	n.n.	Ibmer Moor in Upper Austria	Krisai	1962
2805	3	Paltental in Styria (Austria)	Wagner	1975
2805	n.n.	extinct in Salzburg (Austria)	Wittmann and  Strobl	1990
2806		Romania: Subcarpathians, the Moldavian Plain and Muntenia, along the rivers, the Danube Delta	Donita et al. 2005	1969-1994
2806	14	southern Upper Rhine lowland (Germany)	Eckmüller	1940
2806	3	Drava between Mauthbrücken and Sachsenburg (Carinthia, Austria)	Egger	1992
2806	3	Lake Constance area and Upper Swabia (Germany)	G. Lang	1973
2806	4	Höfen (Austria)	Grabherr et al.	1992
2806	5	southern Upper Rhine lowland (Germany)	Hügin	n.n.
2806	3	Alpenostrand (Austria)	Knapp	1944
2806	25	Inn floodplain near Braunau (Germany)	Krammer	1953
2806	5	Lake Constance area and Upper Swabia (Germany)	L. Kuhn	1954
2806	2	Danube lowlands near Mering (Swabian-Bavarian plateau) (Germany)	Lohmeyer	n.n.
2806	1	Alsatian Upper Rhine lowlands	M. Moor	1958
2806	15	Aare (Switzerland)	M. Moor	1958
2806	21	Swiss floodplains	Moor	1958
2806		Friuli Venezia Giulia (Italy)	Oriolo and Poldini 2002 in Poldini et al. 2020	2002
2806	n.n.	Inn near Insbruck (Austria)	Reischer	1979
2806	1	Lobau/Danube floodplain near Vienna (Austria)	Sauberer	1942
2806	3	Isar (Danube area Swabian-Bavarian plateau) (Germany)	Seibert	1962
2806	2	Duna (Budapest), Dráva  (Hungary)	Soó 1964	1964
2806	n.n.	Danube near Linz (Austria)	Stockhammer	1964
2806	3	southern Upper Rhine lowlands (Germany)	Th. Müller	1974
2806	8	Iller lowland (Danube region Swabian-Bavarian plateau) (Germany)	Th. Müller, S. Görs	1958
2806	5	Churer Rhine Valley and Domleschg.	Volk and  Braun-Blanquet	1940
2806	9	Danube floodplains near Wallsee (Austria)	Wendelberger-Zelinka	1952
2806	4	Innalluvione between Scuol and Martina (Upper Engadine)	Zoller	1974
2807	8	Moravskoslezské Beskydy Mountains and their foothills in north-eastern Moravia, along the Ostravice, Čeladenka, Kopytná and other streams in that region (Česko)	Chytry et al. 2013	1975/2013
2807		Romania: intrazonal, along watercourses, in the Eastern Carpathians and Subcarpathians of Moldova, Southern Carpathians, Lunca Oltului, Valea Sadului, Valea Dunãrii at Orsova, Eselnita, Western Carpathians	Donita et al. 2005	1968-1990
2807	5	Drauauen (Carinthia/Austria)	Egger	1992
2807	5	Jaidhaus valley widening near Molln (Upper Austria)	Essl	1998
2807	30	on the Steyr and Zufbringer (Upper Austria)	Fischer	1997
2807	n.n.	northern Vorarlberg (Vorarlberg/Austria)	Grabherr	1987
2807	2	northern alpine foothills (Austria)	Hörmann	1975
2807	1	Salzach floodplains in Flachgau and Tennengau (Salzburg)	Jelem	1965
2807	4	eastern Außerfern (Tyrol)	Jelem and  Kilian	1971
2807	2	Brandnertal (Vorarlberg/Austria)	Küng	1980
2807	11	lower Steyr	Prack	1985
2807	39	northern alpine foothills (Austria)	Rauscher	1990
2807	1	Sengsengebirge (Upper Austria/Austria)	Rußmann	1977
2807	2	Osterhorn and Hoher Zinken (Austria)	Schmedt	1976
2807	n.n.	Low Tatras (Slovakia)	Sillinger	1933
2807	4	Kaisergebirge (Austria)	Smettan	1981
2807	1	Linz Traunauen (Upper Austria/Austria)	Stockhammer	1964
2807	13	Steyerling (Austria)	Wenzl	1994
2808	13	South Tyrol (Austria)	Bachmann	1997
2808		along the Chisone, Bormida, Elvo and Stura di Demonte rivers (Italy)	Camerano et al. 2008	2008
2808	2	Morávka river floodplain near the village of Dobrá in north-eastern Moravia (Česko)	Chytry et al. 2013	1975/2013
2808		Romania: intrazonal in valleys, in the Eastern Carpathians, the Moldavian Subcarpathians, the Southern Carpathians, the Western Carpathians	Donita et al. 2005	1965-1995
2808	n.n.	extirpated in Vorarlberg (Austria)	Grabherr and  Polatschek	1986
2808	5	Elbingenalp, Elmen, Forchach, Musau (Austria)	Grabherr et al.	1992
2808	7	Defreggental (East Tyrol)	Höfler	1964
2808	16	Swiss floodplains	Moor	1958
2808	17	Lech near Forchach (Tyrol)	Müller and  Bürger	1990
2808	12	Carinthia (Austria)	Petutschnig	1994
2808	4	Isar floodplains near Wolfrathshausen (Germany)	Seibert and  Zielonkowski	1972
2808	5	Szigetköz, Rába, Mura and Drava basins, Keleti-Kárpátokban (Hungary)	Soó 1964	1964
2808	5	floodplains of the Rißbach in the Karwendel Nature Park (Austria)	Werhonig	1997
2808	n.n.	Salzburg (Austria)	Wittmann and  Strobl	1990
2808	5	Innalluvione between Scuol and Martina (Upper Engadine) (Austria)	Zoller	1974
2809	n.n.	Lavant Valley (Carinthia/Austria)	Benz	1922
2809	25	on the volcanic hills of north ern Bohemia and in deep river valleys in central Bo-hemia and south-western Moravia (Česko)	Chytry et al. 2013	1975/2013
2809	n.n.	Vorarlberg (Austria)	Grabherr, Polatschek	1986
2809	n.n.	Peilstein at the eastern edge of the Alps (Lower Austria/Austria)	Karrer	1985
2809	18	northern upper Rhine hill country (Germany)	Korneck	1974
2809	2	southern Upper Rhine hill country (Istein) (Germany)	Korneck	n.n.
2809	5	Berchtesgarden Alps (Germany)	Lippert	1966
2809	n.n.	Thayatal/Umlaufberg near Hardegg (Lower Austria/Austria)	Mucina	1993
2809	6	south of the Black Forest (Germany)	Oberdorfer	1934
2809	3	Vértes, Balaton-vidék, Bakony (Hungary)	Soó 1964	1964
2809	n.n.	Untersberg (Salzburg/Austria)	Strobl	1989
2809	6	Lake Constance area (Hohentwiel) (Germany)	Th. Müller	1966
2809	36	Swabian Alb (Germany)	Th. Müller	1974
2810	n.n.	Virgental (East Tyrol/Austria)	Brandes	1987
2810	28	Inner Alps: Vintschgau (South Tyrol), Engadin (Switzerland)	Braun-Blanquet	1961
2810	n.n.	Inntal and side valleys (Tyrol/Austria)	Helsper	1981
2810	n.n.	Inntal and side valleys (Tyrol/Austria)	Kielhauser	1954
2810	7	Upper Tyrolean Inn Valley	Kielhauser	1954
2810	n.n.	Inn valley and side valleys (Tyrol/Austria)	van Gils, Gilissen	1972
2810	n.n.	Virgental (East Tyrol/Austria)	Wagner	1979
2811	7	Almauen Nature Reserve (Upper Austria)	Geistberger	1997
2811	n.n.	Bregenzer Ach (Vorarlberg/Austria)	Grabherr	n.n.
2811	n.n.	Innaue floodplain near Riez, upper Lechtal (Tyrol/Austria)	Grabherr	n.n.
2811	7	Almauen nature reserve (Upper Austria)	Hagel	1969
2811	1	Protective forests of the Tyrolean peripheral and intermediate Alps	Hotter	1996
2811	16	Swiss floodplains	Moor	1958
2811	7	from the Atlantic coast of south-western France to Bergen in northern Holland; fragments on the East Frisian Wadden Islands; in Britain and along the Baltic coast.	Schaminée et al. 2010	2010
2811	12	floodplains of the Isar north of Munich (Germany)	Seibert	1962
2811	2	Linz Danube floodplains (Upper Austria/Austria)	Stockhammer	1964
2811	2	Virgen valley (East Tyrol)	Wagner	1979
2811	n.n.	Danube floodplains near Vienna (Lower Austria/Austria)	Wendelberger	1960
2812	n.n.	Lungau (Salzburg/Austria)	Benz	1922
2812	n.n.	Tyrol (Austria)	Brandes	1987
2812	n.n.	Slovakia	Braun-Blanquet	1961
2812	33	deep river valleys or on steep hillsides at altitudes of 300–800 m in different regions of the Czech Republic	Chytry et al. 2013	1975/2013
2812	n.n.	Styria (Austria)	Eggler	1933
2812	n.n.	Styria (Austria)	Eggler	1952
2812	n.n.	Vorarlberg (Austria)	Grabherr, Polatschek	1986
2812	n.n.	Carinthia (Austria)	Hametner	1991
2812	n.n.	North-east Bavaria (Frankenwald, Fichtelgebirge) (Germany)	Hartl	1968
2812	n.n.	Carinthia (Austria)	Hayek	1923
2812	n.n.	central alpine valleys	Heinzle	1971
2812	n.n.	Upper Palatinate Hills (Germany)	Jurko	1964
2812	n.n.	Vorarlberg (Austria)	Kielhauser	1954
2812	n.n.	Vorarlberg (Austria)	Küng	1980
2812	6	Ötscher area (Northern Limestone Alps, Ybbstaler Alps, Lower Austria/Austria)	Lang in Oberdorfer	1957
2812	n.n.	Rhön and Franconian Jura (Germany)	Milbradt	1987
2812	n.n.	Alluvial plain of the Traisen (Lower Austria)	Moor	1960
2812	n.n.	Jura Mountains (Switzerland)	Moor	1981
2812	n.n.	Jura Mountains (Switzerland)	Oberdorfer	1957
2812	10	Swabian Alb (Germany)	Reif	1983
2812	20	Franconian Jura u. Rhön (Germany)	Reif	1983
2812	n.n.	Black Forest (Germany)	Reif	1983
2812	n.n.	Lungau (Salzburg/Austria)	Rouschal	1989
2812	68	Baar (Germany)	Th. Müller	n.n.
2812	n.n.	Tyrol (Austria)	van Gils, Gilissen	1972
2812	n.n.	Osttirol (Austria)	Vierhapper	1935
2812	n.n.	from the Baar (plateau between Black Forest and Swabian Alb) (Germany)	Winterhoff	1965
2812	n.n.	Werrabergland (Germany)	Witschel	1980
2813	n.n.	Carinthia (Austria)	Aichinger	1960
2813	n.n.	Upper Austria (Austria)	Becker	1958
2813	3	Kahlenbergerdorf (Austria)	Beer	1994
2813	1	Matrei (East Tyrol)	Brandes	1987
2813		marginal areas of the Po Valley and the Alpine valley floors, on the pre-Apennine mountains between the Curone Valley and the Upper Orba Valley (Italy)	Camerano et al. 2008	2008
2813	59	common in lowlands and colline landscapes (Česko)	Chytry et al. 2013	1975/2013
2813	22	abandoned vineyards in the Vienna area	Ecker	1996
2813	4	Lower Austrian alpine foothills	Ecker	1998
2813	16	Leiser mountains (Lower Austria)	Eijsink and  Ellenbroeck	1977
2813	n.n.	Weinviertel (Lower Austria/Austria)	Eijsink et al.	1978
2813	n.n.	Weinviertel (Lower Austria/Austria)	Eijsink, Ellenbroek	1977
2813	n.n.	Carinthia (Austria)	Franz	1979
2813	10	Franconian Jura (Germany)	Gaim	1980
2813	n.n.	Styria (Austria)	Grabherr, Polatschek	1986
2813	5	alluvial plain of the Traisen river (Lower Austria)	Hagel	1969
2813	3	Perschlingstal near Böheimkirchen (Austria)	Heinz	1997
2813	1	Protective forests of the Tyrolean peripheral and intermediate Alps	Hotter	1996
